timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
19:54:22,100,3867,4096,59,43.27
19:54:32,99,3865,4096,61,25.92
19:54:42,99,3875,4096,59,41.64
19:54:52,100,3875,4096,59,40.82
19:55:02,92,3875,4096,58,40.10
19:55:12,100,3875,4096,58,40.07
19:55:22,100,3877,4096,58,40.51
19:55:32,99,3877,4096,60,37.74
19:55:42,100,3877,4096,57,39.33
19:55:52,83,3877,4096,58,39.72
19:56:03,100,3877,4096,59,39.51
19:56:13,100,3877,4096,58,37.44
19:56:23,100,3849,4096,58,43.60
19:56:33,100,3849,4096,59,42.16
19:56:43,100,3851,4096,58,40.47
19:56:53,96,3851,4096,58,40.40
19:57:03,100,3851,4096,58,41.30
19:57:13,100,3851,4096,58,40.56
19:57:23,100,3851,4096,58,41.85
19:57:33,100,3851,4096,59,43.25
19:57:43,100,3851,4096,59,44.59
19:57:54,100,2463,4096,61,60.92
19:58:04,100,3861,4096,59,37.90
19:58:14,100,3861,4096,58,39.09
19:58:24,100,3861,4096,58,38.47
19:58:34,100,3863,4096,57,38.89
19:58:44,100,3863,4096,58,37.98
19:58:54,100,3863,4096,57,38.84
19:59:04,100,3863,4096,58,37.87
19:59:14,100,3863,4096,57,40.74
19:59:24,100,3863,4096,57,39.50
19:59:34,100,3863,4096,57,38.68
19:59:44,99,3863,4096,58,40.66
19:59:54,80,3881,4096,58,41.38
20:00:04,99,3881,4096,58,41.60
20:00:15,100,3881,4096,58,41.67
20:00:25,99,3887,4096,60,46.96
20:00:35,100,3881,4096,59,46.00
20:00:45,100,3881,4096,59,44.49
20:00:55,76,3881,4096,60,46.61
20:01:05,100,3881,4096,60,47.12
20:01:15,96,2453,4096,61,64.97
20:01:25,86,3865,4096,60,46.79
20:01:35,100,3865,4096,61,47.49
20:01:45,100,3865,4096,60,47.22
20:01:55,100,3865,4096,59,47.22
20:02:05,100,3865,4096,59,47.19
20:02:16,99,3865,4096,60,47.48
20:02:26,100,3865,4096,60,47.47
20:02:36,100,2477,4096,60,50.11
20:02:46,100,3853,4096,60,42.17
20:02:56,100,3855,4096,60,46.19
20:03:06,100,3855,4096,60,42.57
20:03:16,100,3855,4096,59,44.18
20:03:26,100,3855,4096,59,45.73
20:03:36,100,3855,4096,60,43.89
20:03:46,82,3855,4096,59,45.49
20:03:56,100,3855,4096,60,43.08
20:04:06,100,3863,4096,58,27.30
20:04:16,100,3863,4096,59,41.72
20:04:27,99,3863,4096,59,44.48
20:04:37,100,3863,4096,60,44.02
20:04:47,100,3863,4096,59,42.61
20:04:57,88,3863,4096,59,43.07
20:05:07,95,3863,4096,59,42.32
20:05:17,100,3863,4096,59,44.40
20:05:27,100,3870,4096,60,44.52
20:05:37,100,3866,4096,59,25.56
20:05:47,100,3869,4096,60,46.72
20:05:57,100,3869,4096,60,42.81
20:06:07,100,3869,4096,60,45.56
20:06:17,100,3869,4096,59,42.72
20:06:27,100,3871,4096,60,45.13
20:06:37,83,3871,4096,59,43.82
20:06:47,99,3871,4096,60,46.75
20:06:57,83,1019,4096,59,43.03
20:07:08,99,3877,4096,61,46.98
20:07:18,100,3877,4096,60,43.23
20:07:28,100,3877,4096,61,45.84
20:07:38,100,3877,4096,60,42.65
20:07:48,100,3877,4096,59,44.21
20:07:58,99,3877,4096,60,46.68
20:08:08,89,3877,4096,60,43.19
20:08:18,100,3877,4096,60,46.69
20:08:29,99,3845,4096,58,19.96
20:08:39,99,3855,4096,60,46.99
20:08:49,100,3855,4096,59,42.36
20:08:59,83,3855,4096,59,44.04
20:09:09,100,3855,4096,60,46.67
20:09:19,100,3855,4096,61,48.71
20:09:29,100,3855,4096,59,44.00
20:09:39,95,3855,4096,60,45.77
20:09:49,99,2429,4096,61,64.87
20:09:59,100,3869,4096,59,43.51
20:10:09,83,3869,4096,60,43.91
20:10:19,82,3869,4096,59,44.70
20:10:29,82,3869,4096,59,43.97
20:10:39,100,3869,4096,59,44.00
20:10:49,100,3869,4096,59,46.49
20:10:59,100,3869,4096,59,46.57
20:11:10,89,2823,4096,59,47.10
20:11:20,83,3905,4096,59,43.05
20:11:30,100,3905,4096,60,44.43
20:11:40,100,3905,4096,61,46.75
20:11:50,100,3905,4096,59,45.02
20:12:00,82,3905,4096,59,41.84
20:12:10,100,3905,4096,60,46.42
20:12:20,100,3905,4096,59,42.53
20:12:30,99,3905,4096,61,47.34
